host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,price,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,amenities_encoded
1,1,0.33,0,1.0,1,1,0,1,198.4130841,1,0,1.0,1.0,0,2.1,2,2.6,30.0,60,30.0,60.0,0,0,0,5,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.18,158
1,1,0.92,1,1.0,1,1,0,0,166.0,1,0,7.0,7.0,0,1.0,1,1.0,1.0,21,1.0,1125.0,1,28,58,329,40.0,3,4.99,4.96,4.99,4.97,4.99,4.99,4.81,1,3.04,68
1,1,1.0,1,1.0,1,1,0,1,112.0,1,0,2.0,3.0,0,1.0,0,1.0,1.0,6,1.0,1125.0,1,39,63,145,15.6,4,4.91,4.93,4.97,4.97,4.96,4.85,4.79,2,1.8,146
0,0,0.95,0,1.0,1,0,0,1,198.4130841,1,1,1.0,1.0,1,2.1,3,2.6,30.0,1125,30.0,1125.0,0,0,0,0,1.0,0,4.98,4.98,4.98,5.0,5.0,4.88,4.9,1,0.84,312
0,0,0.0,0,1.0,1,0,0,1,180.0,1,0,1.0,1.0,0,1.5,1,1.0,4.0,1125,4.0,1125.0,1,43,73,333,0.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.06,139
1,1,1.0,1,,1,1,0,1,205.0,1,0,1.0,1.0,1,2.0,3,3.0,3.0,1125,2.7,1125.0,0,21,51,226,27.0,1,4.99,4.97,4.96,4.99,4.99,4.96,4.92,1,2.72,72
1,0,0.99,1,,1,1,0,1,174.0,1,1,6.1,8.6,0,2.0,2,2.0,2.0,365,2.2,1125.0,1,38,63,336,6.0,0,4.9,4.82,4.94,4.9,4.82,4.9,4.9,11,0.52,347
1,1,0.9,1,1.0,1,1,0,1,69.0,1,0,1.0,2.0,0,1.0,0,1.0,30.0,365,30.0,365.0,0,0,0,130,4.0,1,5.0,5.0,4.92,5.0,5.0,5.0,4.92,1,0.41,186
1,0,0.99,1,1.0,1,1,1,1,187.0,1,0,22.0,38.0,0,1.0,2,2.0,3.0,1125,5.1,1125.0,1,60,90,340,5.0,1,5.0,4.97,5.0,5.0,5.0,5.0,4.79,3,0.45,284
1,1,1.0,1,1.0,1,0,0,1,190.0,1,1,3.0,4.0,1,2.0,2,2.0,3.0,90,3.0,90.0,1,41,71,331,11.0,0,4.88,4.89,4.86,4.79,4.82,4.84,4.7,2,0.9,148
1,1,0.71,0,1.0,1,0,1,1,382.0,1,0,1.0,1.0,0,1.5,2,3.0,3.0,1125,3.0,1125.0,1,59,89,269,2.0,1,4.93,5.0,5.0,4.89,4.93,5.0,4.79,1,0.44,525
1,1,1.0,1,1.0,1,1,0,1,150.0,1,0,1.0,1.0,0,1.0,1,1.0,2.0,365,2.0,365.0,1,30,60,326,13.0,0,4.95,4.95,5.0,4.89,4.97,4.94,4.87,1,1.02,163
1,1,0.73,1,1.0,1,1,0,1,117.0,1,1,4.0,4.0,1,2.0,2,4.0,1.0,30,1.3,1125.0,1,54,84,355,49.0,2,4.84,4.88,4.83,4.92,4.94,4.93,4.67,1,3.2,355
0,0,0.95,0,1.0,1,1,1,1,200.0,1,1,1.0,1.0,1,2.5,3,3.0,3.0,120,3.0,1125.0,0,16,46,213,25.0,1,4.98,4.99,4.98,5.0,5.0,4.96,4.89,1,2.17,422
1,1,0.99,1,1.0,1,1,0,1,99.0,1,0,1.0,1.0,0,1.0,1,2.0,2.0,1125,2.0,1125.0,0,8,22,153,62.0,0,4.96,4.97,4.96,4.99,4.99,4.96,4.94,1,1.8,420
1,1,1.0,0,1.0,1,1,0,1,108.0,1,1,2.0,2.0,0,1.0,1,2.0,1.0,30,1.0,1125.0,1,46,76,349,66.0,3,4.76,4.84,4.82,4.93,4.89,4.9,4.69,2,1.8,297
1,0,0.99,1,1.0,1,1,1,1,296.0,1,0,22.0,38.0,1,2.0,3,2.3,3.0,1125,5.0,1125.0,1,53,83,346,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.79,3,0.46,499
1,1,1.0,0,1.0,1,1,0,0,88.0,1,0,1.0,1.0,0,1.0,1,1.0,3.0,125,3.0,125.0,0,0,13,235,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1.18,310
1,1,0.99,1,1.0,1,0,0,0,60.0,1,0,1.0,1.0,0,1.0,1,1.0,1.0,10,1.0,10.0,1,31,61,61,55.0,5,4.94,4.96,4.97,4.94,4.96,4.89,4.88,1,3.5,71
1,1,1.0,0,1.0,1,1,0,1,87.0,1,1,2.0,2.0,0,1.0,1,2.0,1.0,30,1.0,30.0,1,50,80,341,58.0,2,4.9,4.9,4.9,4.91,4.89,4.9,4.9,2,1.8,298
0,0,1.0,0,1.0,1,1,1,1,198.4130841,1,1,3.0,23.0,0,2.1,2,2.6,30.0,45,30.0,45.0,1,26,26,26,0.0,0,4.9,4.76,4.79,4.9,5.0,4.83,4.9,3,0.68,470
1,1,1.0,1,1.0,1,1,0,1,97.0,1,1,3.0,3.0,0,1.0,0,2.0,2.0,1125,2.0,1125.0,1,40,70,160,60.0,5,4.97,4.99,4.99,4.99,4.97,4.94,4.91,1,4.47,444
0,1,1.0,0,1.0,1,0,0,1,125.0,1,1,1.0,1.0,1,2.0,2,4.0,30.0,45,30.0,1125.0,1,26,56,275,5.0,0,4.95,4.93,4.97,4.95,4.93,4.95,4.91,1,2.44,220
1,0,0.99,1,1.0,1,1,1,1,147.0,1,0,22.0,38.0,1,2.0,2,2.0,3.0,1125,5.0,1125.0,0,39,64,325,3.0,0,4.91,4.9,4.86,5.0,5.0,5.0,4.82,3,0.45,370
1,1,1.0,0,1.0,1,1,1,1,264.0,1,0,6.0,9.0,0,1.0,1,1.0,2.0,1125,1.1,1125.0,1,45,75,346,15.0,0,5.0,4.99,4.99,4.97,5.0,4.91,4.93,2,1.29,318
1,0,0.99,1,1.0,1,1,1,1,376.0,1,0,22.0,38.0,1,2.0,4,2.3,3.0,1125,5.1,1125.0,1,45,67,314,3.0,0,4.94,5.0,4.94,5.0,5.0,5.0,4.88,3,0.3,391
1,0,0.99,1,1.0,1,1,1,1,197.0,1,0,22.0,38.0,0,2.0,2,3.0,3.0,1125,5.3,1125.0,1,55,85,355,4.0,0,4.93,5.0,5.0,5.0,5.0,4.93,4.9,3,0.25,496
0,0,0.95,0,1.0,1,1,1,1,206.0,1,0,1.0,1.0,1,2.0,3,3.0,1.0,29,1.2,1125.0,0,30,60,60,31.0,3,4.91,4.95,4.86,4.97,5.0,4.96,4.8,1,2.58,214
0,0,1.0,1,1.0,1,1,1,1,189.0,1,0,1.0,1.0,0,1.0,1,2.0,3.0,1125,3.0,1125.0,1,57,87,237,12.0,0,5.0,4.98,5.0,4.98,5.0,4.98,4.92,1,1.14,16
1,1,1.0,1,1.0,1,1,0,1,90.0,1,0,9.0,13.0,1,1.0,3,4.0,30.0,1125,17.4,1125.0,0,0,0,162,45.0,0,4.9,4.76,4.9,4.9,4.89,4.87,4.65,5,3.53,182
0,1,0.5,0,1.0,1,1,0,1,229.0,1,0,1.0,1.0,0,2.5,2,2.0,2.0,1125,2.0,1125.0,1,40,40,108,7.0,1,4.93,4.88,4.98,4.93,4.95,4.86,4.83,1,0.99,58
1,1,1.0,1,1.0,1,1,1,1,166.0,1,1,7.0,9.0,1,1.5,3,4.0,2.0,1125,2.0,1125.0,1,29,59,330,29.0,0,4.82,4.85,4.95,4.94,4.9,4.88,4.71,1,3.87,292
1,1,0.99,1,1.0,1,1,1,1,198.0,1,0,2.0,2.0,1,1.0,3,3.0,3.0,100,3.0,1125.0,1,42,55,55,15.0,1,4.94,4.97,4.9,4.97,4.93,4.94,4.88,1,2.44,198
1,1,0.75,1,1.0,1,1,0,1,332.0,1,0,1.0,1.0,1,3.0,3,3.0,30.0,60,30.0,60.0,1,27,57,332,2.0,0,4.98,5.0,4.98,5.0,4.97,4.91,4.91,1,1.21,411
1,1,0.99,1,1.0,1,1,0,1,139.0,1,0,2.0,2.0,0,1.0,2,3.0,1.0,1125,1.0,1125.0,1,49,76,164,15.6,2,4.97,4.97,4.97,4.96,4.98,4.98,4.91,1,1.8,418
1,1,0.98,1,,1,1,0,1,189.0,1,0,17.0,19.0,0,1.0,1,2.0,2.0,1125,1.7,1125.0,0,31,48,323,27.0,4,4.97,4.97,4.96,4.99,4.97,4.97,4.85,10,4.94,32
1,0,0.99,0,1.0,1,0,0,1,194.0,1,1,6.1,8.6,0,2.0,2,2.0,2.0,1125,2.3,1125.0,0,31,58,326,2.0,1,4.92,4.93,4.92,4.97,5.0,4.97,4.82,12,1.16,461
0,0,1.0,0,,1,1,0,1,198.4130841,1,0,1.0,1.0,0,2.1,2,2.6,9.4,700,10.2,1125.0,1,60,90,90,23.0,0,4.98,4.96,4.96,5.0,4.99,4.99,4.89,1,2.87,522
1,0,0.98,1,,1,1,1,1,199.0,1,1,3.0,6.0,0,1.0,1,1.0,30.0,365,30.0,365.0,0,19,19,256,7.0,0,4.97,4.98,4.98,4.97,5.0,4.94,4.92,3,1.99,216
1,1,1.0,1,1.0,1,1,0,1,117.0,1,1,2.0,2.0,0,1.0,2,3.0,1.0,14,1.0,1125.0,1,35,65,325,15.6,1,4.79,4.81,4.93,4.97,4.89,4.95,4.68,2,1.8,227
0,0,1.0,1,1.0,1,1,0,1,198.4130841,1,0,1.0,1.0,0,2.1,2,2.6,3.0,1125,3.0,1125.0,0,0,0,0,4.0,0,4.94,4.94,4.92,4.94,4.97,4.91,4.87,1,2.11,111
1,1,1.0,1,1.0,1,0,0,1,128.0,1,0,2.0,2.0,0,1.0,1,1.0,2.0,1125,2.0,1125.0,0,27,57,147,50.0,5,4.92,4.94,4.95,4.97,4.98,4.92,4.85,1,4.47,523
1,0,0.99,1,1.0,1,1,1,1,741.0,1,0,22.0,38.0,0,1.6,6,2.3,3.0,1125,5.0,1125.0,1,25,53,236,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.88,3,0.35,500
1,0,0.99,1,1.0,1,1,0,1,375.0,1,0,22.0,38.0,0,2.0,2,2.0,4.0,1125,5.6,1125.0,1,53,83,351,1.0,0,4.9,4.9,4.82,4.9,5.0,4.9,4.9,3,0.23,497
1,0,0.99,1,1.0,1,1,1,1,346.0,1,0,22.0,38.0,1,2.0,2,3.0,4.0,1125,5.3,1125.0,1,39,69,209,2.0,0,5.0,4.9,4.9,4.9,4.8,4.9,4.9,3,0.2,491
1,1,1.0,1,1.0,1,1,0,1,125.0,1,0,1.0,1.0,0,1.0,1,1.0,2.0,1125,1.4,1125.0,0,3,33,123,46.0,4,4.95,4.96,4.99,4.95,4.97,4.96,4.85,1,4.34,528
1,1,1.0,1,,1,1,0,1,197.0,1,0,7.0,10.0,0,1.0,1,1.0,1.0,30,1.9,1125.0,1,19,19,19,24.0,1,4.96,4.98,4.97,4.96,4.97,4.97,4.83,7,2.07,6
1,1,1.0,1,,1,1,0,1,190.0,1,0,7.0,10.0,0,1.0,2,2.0,1.0,360,1.9,1125.0,1,18,18,18,9.0,1,4.86,4.95,4.96,4.98,5.0,4.99,4.65,7,1.55,137
1,1,1.0,0,1.0,1,1,1,1,999.0,1,0,6.0,9.0,0,2.5,4,2.3,30.0,1125,30.0,1125.0,1,59,89,106,4.0,0,4.96,4.96,4.96,4.87,4.96,4.96,4.87,2,0.55,303
1,1,1.0,0,,1,0,0,1,285.0,1,0,1.0,2.0,0,1.0,1,2.3,2.0,90,2.0,90.0,1,33,33,269,25.0,1,4.98,4.97,4.94,4.98,5.0,5.0,4.89,1,1.27,401
0,0,0.95,0,1.0,1,1,0,1,145.0,1,1,1.0,2.0,0,1.0,1,1.0,1.0,1125,1.0,1125.0,0,27,57,147,15.6,1,4.99,4.99,4.99,5.0,4.99,4.9,4.87,1,1.8,403
1,1,1.0,1,1.0,1,1,1,1,97.0,1,0,9.0,13.0,1,1.0,3,3.0,2.0,1125,23.7,1125.0,1,39,46,46,45.0,2,4.9,4.76,4.9,4.98,4.94,4.89,4.72,5,1.96,439
1,1,0.99,1,1.0,1,1,0,1,178.0,1,0,1.0,1.0,0,1.0,1,2.0,2.0,28,2.0,1125.0,1,38,68,118,58.0,2,4.99,5.0,5.0,4.95,5.0,4.97,4.94,1,5.12,28
1,1,1.0,1,0.0,1,0,0,1,129.0,1,1,1.0,1.0,0,1.0,1,2.0,2.0,1125,2.0,1125.0,0,33,61,261,61.0,1,4.94,4.96,4.88,4.86,4.94,4.95,4.88,1,4.61,471
1,1,1.0,1,1.0,1,1,0,1,126.0,1,0,1.0,1.0,0,1.0,1,1.0,2.0,15,2.0,1125.0,1,47,74,338,50.0,5,4.99,4.98,5.0,4.96,4.99,4.97,4.94,1,3.99,386
0,0,0.0,0,,1,1,1,1,198.4130841,1,0,1.0,1.0,1,2.1,4,2.6,30.0,90,30.0,90.0,1,53,83,173,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,437
0,0,1.0,0,1.0,1,1,1,1,198.4130841,1,1,3.0,23.0,1,2.1,3,2.6,30.0,65,30.0,65.0,0,0,0,0,1.0,0,4.9,4.9,4.84,4.78,5.0,4.84,4.9,3,0.77,467
1,1,1.0,1,,1,1,1,1,283.0,1,0,7.0,10.0,1,2.0,3,3.0,1.0,360,2.2,1125.0,1,31,53,236,28.0,2,4.98,4.97,4.97,4.95,4.98,4.99,4.77,7,2.31,7
1,1,1.0,1,1.0,1,1,0,1,100.0,1,0,3.0,4.0,0,1.0,1,2.0,30.0,180,30.0,1125.0,1,60,90,270,1.0,0,4.93,4.93,4.96,5.0,4.96,4.96,4.93,3,0.57,123
1,1,0.91,1,1.0,1,1,0,1,80.0,1,0,2.0,2.0,1,1.0,1,3.0,1.0,150,1.0,150.0,1,32,45,228,12.0,1,4.91,4.84,5.0,4.91,4.98,4.93,4.93,1,1.23,327
1,0,0.99,1,,1,1,0,1,165.0,1,1,6.1,8.6,0,1.0,1,2.0,1.0,365,2.2,1125.0,1,49,79,354,2.0,0,4.84,4.93,4.92,4.95,4.9,4.9,4.64,11,1.33,348
1,1,0.95,1,1.0,1,1,0,1,155.0,1,0,1.0,1.0,0,1.0,2,3.0,30.0,365,30.0,365.0,0,0,0,131,18.0,1,4.96,4.98,4.87,4.98,4.98,5.0,4.91,1,1.5,259
1,1,1.0,1,1.0,1,0,0,1,155.0,1,1,3.0,3.0,1,1.0,3,4.0,2.0,1125,1.3,1125.0,1,56,59,97,33.0,4,4.9,4.94,4.96,4.96,4.94,4.95,4.8,3,3.1,136
1,1,1.0,1,1.0,1,1,0,1,80.0,1,0,9.0,13.0,0,1.0,0,1.0,2.0,1125,2.0,1125.0,1,45,45,45,15.6,5,4.81,4.82,4.9,4.93,4.94,4.81,4.71,5,1.8,183
1,0,1.0,1,1.0,1,1,0,1,165.0,1,1,6.1,8.6,0,1.0,1,1.0,1.0,1125,1.1,1040.7,1,24,24,24,13.0,1,4.9,4.92,4.86,4.9,5.0,4.9,4.76,3,1.09,408
1,1,0.98,1,1.0,1,1,0,1,141.0,1,0,2.0,2.0,0,1.0,1,2.0,2.0,1125,2.0,1125.0,1,45,75,309,39.0,2,4.97,4.98,4.99,4.89,4.99,4.97,4.87,1,3.83,399
1,1,1.0,1,1.0,1,0,0,1,95.0,1,1,3.0,3.0,0,1.0,1,2.0,2.0,1125,1.3,1125.0,1,57,87,362,29.0,0,4.86,4.88,4.91,4.92,4.96,4.92,4.74,3,3.24,520
1,1,1.0,1,1.0,1,1,0,1,155.0,1,1,3.0,4.0,0,2.5,2,2.0,45.0,365,43.9,365.0,1,40,70,101,0.0,0,5.0,4.9,5.0,5.0,5.0,5.0,5.0,1,0.14,190
1,0,1.0,1,1.0,1,1,0,1,275.0,1,1,6.1,8.6,0,2.0,2,2.0,1.0,1125,1.2,1004.4,1,27,27,39,19.0,0,4.9,4.82,4.78,4.9,5.0,4.9,4.64,3,1.11,462
1,1,1.0,1,1.0,1,1,0,1,151.0,1,0,4.0,4.0,0,1.0,1,2.0,2.0,1125,2.0,1125.0,1,40,70,324,25.0,2,4.99,4.98,5.0,4.99,4.99,4.99,4.82,4,2.46,171
1,1,1.0,1,1.0,1,1,0,1,145.0,1,1,3.0,3.0,0,1.0,1,1.0,1.0,28,1.4,1125.0,1,55,85,199,60.0,3,4.94,4.97,4.97,4.9,4.97,4.97,4.76,2,4.31,311
1,1,1.0,1,1.0,1,1,0,1,128.0,1,1,3.0,3.0,0,1.0,1,1.0,1.0,28,1.3,1125.0,1,46,76,159,57.0,2,4.9,4.96,4.91,4.91,4.97,4.97,4.79,2,4.72,531
1,1,1.0,1,1.0,1,1,0,1,131.0,1,0,1.0,3.0,0,1.0,0,1.0,2.0,14,2.0,14.0,0,25,46,216,15.6,1,4.98,4.98,4.96,4.96,4.97,4.92,4.88,1,1.8,438
1,1,1.0,1,1.0,1,1,0,1,97.0,1,1,2.0,2.0,0,1.0,1,1.0,29.0,120,29.0,1125.0,1,51,52,52,2.0,0,5.0,5.0,5.0,5.0,4.96,5.0,4.91,1,0.52,440
1,1,0.99,0,1.0,1,1,0,1,141.0,1,1,10.0,12.0,0,2.0,2,2.0,2.0,365,2.3,1125.0,1,38,62,289,18.0,4,4.97,4.93,4.95,4.98,4.96,4.95,4.82,2,3.18,231
1,1,0.5,0,1.0,1,1,0,1,164.0,1,0,1.0,1.0,1,2.5,3,4.0,30.0,60,30.0,60.0,1,60,84,359,7.0,0,5.0,5.0,4.94,5.0,5.0,4.97,4.97,1,0.81,226
1,1,1.0,1,1.0,1,0,1,1,225.0,1,1,2.0,2.0,0,2.0,4,2.3,3.0,35,3.0,1125.0,1,30,60,314,33.0,4,4.86,4.92,4.81,4.88,4.88,4.92,4.79,1,2.02,21
1,1,1.0,1,1.0,1,1,0,1,120.0,1,0,1.0,1.0,0,1.0,1,1.0,2.0,1125,2.0,1125.0,1,48,68,149,41.0,5,4.93,4.99,5.0,4.95,4.99,4.9,4.9,1,2.57,56
1,1,1.0,1,1.0,1,0,1,1,300.0,1,0,1.0,1.0,0,2.0,2,2.0,2.0,30,2.0,1125.0,1,45,75,318,8.0,1,4.97,4.92,4.81,4.92,4.92,4.89,4.69,1,0.89,526
0,0,0.8,1,1.0,1,1,1,1,85.0,1,0,2.0,3.0,0,1.0,2,2.0,30.0,95,30.0,95.0,0,22,51,274,2.0,0,4.92,5.0,4.77,5.0,5.0,5.0,5.0,1,0.31,426
1,1,1.0,1,1.0,1,1,0,1,108.0,1,0,1.0,1.0,0,1.0,1,1.0,1.0,1125,2.0,1125.0,1,46,73,163,15.6,1,4.97,4.98,4.99,4.95,4.99,4.97,4.91,1,1.8,222
1,0,0.99,1,1.0,1,1,0,1,396.0,1,0,22.0,38.0,1,3.0,3,3.0,4.0,1125,5.3,1125.0,1,56,86,101,4.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,0.25,494
0,1,1.0,0,1.0,1,0,0,1,225.0,1,0,1.0,1.0,1,2.0,3,4.0,28.0,90,28.0,90.0,1,53,83,173,0.0,0,4.9,4.9,4.9,4.86,5.0,5.0,4.9,1,0.17,412
1,1,1.0,1,1.0,1,1,1,1,283.0,1,1,1.0,2.0,0,1.0,1,1.0,1.0,1125,1.0,1125.0,0,0,26,301,20.0,1,5.0,4.99,5.0,4.99,5.0,4.94,4.96,1,2.95,299
1,0,0.99,0,1.0,1,0,0,1,121.0,1,1,6.1,8.6,0,1.0,1,2.0,3.0,1125,3.0,1125.0,0,33,58,310,19.0,3,4.93,4.94,4.99,4.86,4.9,4.94,4.76,12,1.7,505
0,0,0.95,0,1.0,1,1,0,1,232.0,1,0,1.0,1.0,0,1.0,1,2.0,3.0,30,3.0,30.0,0,29,59,149,9.0,1,4.91,5.0,4.9,4.84,4.99,5.0,4.87,1,1.66,229
1,0,1.0,1,1.0,1,1,1,1,220.0,1,1,6.1,8.6,0,1.0,1,1.0,1.0,1125,3.0,62.2,1,55,85,360,12.0,1,4.97,4.94,4.89,4.78,4.92,4.92,4.75,3,1.08,463
1,0,1.0,1,1.0,1,1,1,1,385.0,1,1,6.1,8.6,1,2.0,3,3.0,1.0,1125,2.9,100.0,1,46,76,336,8.0,1,4.93,4.87,4.97,4.93,4.8,4.9,4.7,3,0.73,476
1,1,1.0,1,0.0,1,0,0,1,235.0,1,1,1.0,1.0,1,2.5,3,3.0,2.0,90,2.0,1125.0,1,37,67,157,26.0,2,4.98,4.99,4.97,4.99,4.96,4.93,4.91,1,2.98,533
1,0,0.98,1,1.0,1,0,0,1,214.0,1,0,1.0,1.0,1,2.5,3,2.0,1.0,1125,1.0,1125.0,0,0,0,18,52.0,0,4.81,4.87,4.83,4.91,4.91,4.81,4.81,1,4.29,112
1,1,1.0,1,1.0,1,1,0,1,117.0,1,1,4.0,4.0,0,1.0,1,2.0,1.0,1125,1.0,1125.0,1,35,56,281,54.0,1,4.97,4.96,4.94,4.92,4.99,4.96,4.89,3,4.81,405
1,0,1.0,1,1.0,1,1,0,1,800.0,1,1,6.1,8.6,1,3.5,3,3.0,1.0,1125,2.8,177.5,1,40,62,323,14.0,0,4.98,4.98,4.98,4.98,4.85,5.0,4.8,3,1.2,459
1,1,1.0,1,1.0,1,1,1,1,221.0,1,1,4.0,4.0,0,2.0,2,2.0,3.0,1125,2.9,1125.0,1,46,48,79,7.0,0,4.97,5.0,5.0,4.88,4.97,5.0,4.91,4,0.83,129
1,1,1.0,1,1.0,1,1,0,1,174.0,1,0,2.0,2.0,0,1.0,2,4.0,2.0,30,2.0,30.0,1,44,71,230,48.0,4,4.97,4.95,4.99,4.9,4.97,4.89,4.88,2,3.95,51
1,1,1.0,1,1.0,1,1,0,1,120.0,1,0,2.0,2.0,0,1.0,1,3.0,28.0,365,28.0,1125.0,0,2,32,307,7.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.94,1,0.85,156
1,0,1.0,1,1.0,1,1,1,1,250.0,1,1,6.1,8.6,1,2.0,3,3.0,1.0,1125,1.0,1125.0,0,1,1,1,4.0,1,4.77,4.82,4.82,4.9,5.0,4.77,4.9,3,0.59,457
1,0,0.99,1,1.0,1,1,1,1,316.0,1,0,22.0,38.0,1,2.0,3,3.0,3.0,1125,5.0,1125.0,1,26,26,206,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,0.48,489
1,1,1.0,1,1.0,1,1,0,1,198.4130841,1,1,2.0,2.0,0,2.1,1,2.6,1.0,14,1.0,14.0,0,0,0,0,6.0,0,4.9,4.9,4.88,4.95,4.8,4.96,4.9,2,1.36,221
1,1,1.0,1,1.0,1,1,0,1,139.0,1,1,1.0,1.0,0,1.0,1,2.0,2.0,60,3.0,1125.0,0,10,10,10,17.0,3,4.97,4.99,4.97,4.97,4.97,4.99,4.82,1,2.3,172
0,1,0.6,0,1.0,1,1,1,1,165.0,1,0,1.0,3.0,0,2.0,3,3.0,27.0,730,27.0,730.0,1,58,84,206,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,1,0.14,45
0,0,0.95,0,0.0,1,1,0,1,163.0,1,0,2.0,2.0,0,1.0,1,2.0,2.0,31,2.0,1125.0,1,52,82,255,27.0,2,5.0,4.99,5.0,4.98,5.0,5.0,4.92,2,2.49,487
1,1,0.95,1,1.0,1,1,0,1,325.0,1,0,4.0,5.0,1,2.5,3,4.0,2.0,730,2.0,730.0,0,27,45,45,6.0,0,5.0,5.0,4.96,5.0,4.99,4.85,4.93,1,1.67,4
1,1,1.0,1,1.0,1,1,1,1,140.0,1,0,2.0,2.0,0,1.0,1,2.0,1.0,1125,1.6,1125.0,1,56,83,355,15.6,5,4.97,4.99,5.0,4.99,4.99,4.99,4.87,2,1.8,44
1,1,0.99,1,1.0,1,1,0,1,99.0,1,1,1.0,1.0,0,1.0,1,1.0,3.0,20,3.0,1125.0,0,21,51,104,58.0,4,4.95,4.95,4.95,4.96,4.98,4.93,4.84,1,1.8,541
1,0,0.99,1,1.0,1,1,1,1,296.0,1,0,22.0,38.0,1,3.0,4,4.0,3.0,1125,5.3,1125.0,1,32,54,244,5.0,0,5.0,5.0,5.0,5.0,5.0,4.95,4.95,3,0.47,495
1,1,1.0,1,1.0,1,1,0,1,135.0,1,0,1.0,1.0,0,1.0,1,2.0,28.0,1125,22.7,1125.0,0,18,18,262,29.0,0,4.99,5.0,4.99,4.94,5.0,4.98,4.93,1,2.51,225
1,1,1.0,1,1.0,1,0,0,1,169.0,1,1,1.0,1.0,0,1.0,1,2.3,2.0,28,2.0,1125.0,1,53,83,83,12.0,1,4.97,4.98,4.97,4.95,4.97,4.9,4.87,1,1.52,130
1,1,1.0,1,1.0,1,1,0,1,99.0,1,0,1.0,1.0,0,2.5,2,2.0,1.0,30,10.1,1125.0,0,20,50,216,15.0,1,4.96,4.98,4.98,4.98,4.99,4.82,4.89,1,2.22,435
1,1,1.0,0,1.0,1,0,0,1,99.0,1,1,2.0,2.0,0,1.0,1,1.0,30.0,60,30.0,60.0,0,2,2,144,4.0,0,4.92,4.96,4.96,4.99,4.95,4.9,4.88,1,2.18,161
1,1,0.92,0,1.0,1,1,0,1,112.0,1,0,1.0,2.0,0,1.0,1,2.0,2.0,21,2.0,21.0,1,44,69,322,30.0,2,4.9,4.9,4.9,4.92,4.93,4.91,4.62,1,2.58,193
1,1,0.87,0,1.0,1,1,0,1,88.0,1,0,3.0,3.0,0,1.0,1,1.0,5.0,99,5.0,99.0,1,18,18,18,7.0,1,4.89,5.0,5.0,4.89,5.0,4.95,5.0,1,0.49,384
1,1,1.0,1,1.0,1,1,1,1,249.0,1,0,1.0,1.0,1,2.5,3,2.3,3.0,60,3.0,1125.0,0,11,40,77,22.0,2,4.99,5.0,5.0,5.0,5.0,4.99,4.96,1,2.24,29
1,1,1.0,0,1.0,1,0,0,1,130.0,1,0,1.0,2.0,0,1.0,1,1.0,2.0,365,2.0,365.0,0,0,0,93,20.0,2,4.97,4.97,4.97,5.0,4.98,4.85,4.86,1,1.68,39
1,1,1.0,1,0.0,1,0,0,1,202.0,1,0,1.0,2.0,1,1.0,2,4.0,1.0,14,1.0,1125.0,0,0,0,74,30.0,0,4.94,4.96,4.96,4.98,4.93,4.83,4.79,1,2.73,135
1,0,1.0,1,1.0,1,1,0,1,167.0,1,1,6.1,8.6,0,2.0,2,3.0,1.0,1125,19.2,447.5,1,21,31,244,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,543
1,0,1.0,1,1.0,1,1,1,1,167.0,1,1,6.1,8.6,1,2.5,3,4.0,1.0,1125,25.1,226.8,1,59,89,333,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,371
1,0,1.0,1,1.0,1,1,0,1,97.0,1,1,6.1,8.6,0,1.5,1,1.0,1.0,1125,19.4,439.8,0,45,52,289,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,507
1,0,1.0,1,1.0,1,1,0,1,150.0,1,1,6.1,8.6,1,3.0,3,4.0,27.0,1125,29.1,375.6,1,34,64,308,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,0.75,372
1,0,1.0,1,1.0,1,1,0,1,150.0,1,1,6.1,8.6,0,2.5,2,2.0,27.0,1125,28.1,727.8,0,0,0,158,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,3,0.13,393
